Well,slope,Status,Plate,Compound_id,lib_name,SMILES,Compound Name,SecName,slope_norm,Result
O6,0.03828571428571426,Sample,ex_plate2_run1,Compound_0603,example_library,Cc1cc(C(N)=NOC(=O)C(C)(C)C)cc(C(N)=NOC(=O)C(C)(C)C)c1,,,-0.8247278509042826,Sample
O7,0.057476190476190465,Sample,ex_plate2_run1,Compound_0604,example_library,Nc1sc(-c2ccccc2)n[n+]1Cc1cccc2cccnc12,,,0.6684197505644289,Sample
O8,0.05576190476190475,Sample,ex_plate2_run1,Compound_0605,example_library,CCOc1cc2c(cc1OCC)CNCC2,,,0.5350368382744198,Sample
O9,0.029380952380952396,Sample,ex_plate2_run1,Compound_0606,example_library,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,Axitinib,,-1.5175779786329369,Sample
O10,0.003428571428571121,Sample,ex_plate2_run1,Compound_0607,example_library,COc1ccc(CC(=O)NC(C)c2ccc3c(c2)OCCO3)c(OC)c1OC,,,-3.5368470674678187,Hit
O11,0.053809523809523835,Sample,ex_plate2_run1,Compound_0608,example_library,NNC(=O)CCc1ccc(O)cc1,,,0.3831285214996905,Sample
O12,0.05304761904761904,Sample,ex_plate2_run1,Compound_0609,example_library,Cc1ccc(NC2=NC(C)CS2)c(C)c1,,,0.3238472271485727,Sample
O13,0.05404761904761904,Sample,ex_plate2_run1,Compound_0610,example_library,Cc1nnsc1C(=O)NCc1c(Cl)cccc1Sc1ccc(Cl)cc1,,,0.40165392598441135,Sample
O14,0.05857142857142859,Sample,ex_plate2_run1,Compound_0611,example_library,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,IMPROMEN,BROMPERIDOL,0.7536366111941589,Sample
O15,0.049952380952380915,Sample,ex_plate2_run1,Compound_0612,example_library,COc1cccc(-c2cc(=O)c3ccc(OC)cc3o2)c1,,"7,3'-DIMETHOXYFLAVONE",0.08301696884716564,Sample
O16,0.04604761904761905,Sample,ex_plate2_run1,Compound_0613,example_library,CSc1[nH]nc(N)c1-c1ccccn1,,,-0.22079966470229576,Sample
O17,0.05438095238095234,Sample,ex_plate2_run1,Compound_0614,example_library,Cn1[nH]c(=O)c2cnc3c(F)cc(F)cc3c21,,,0.42758949226302184,Sample
O18,0.04790476190476188,Sample,ex_plate2_run1,Compound_0615,example_library,FC(F)(F)c1cc(C=Nc2ccc(-c3csnn3)cc2)cc(C(F)(F)F)c1,,,-0.07630150972145505,Sample
O19,0.05771428571428573,Sample,ex_plate2_run1,Compound_0616,example_library,CCCCN(C)S(=O)(=O)NCCNC(=O)c1ccco1,,,0.6869451550491547,Sample
O20,0.01871428571428572,Sample,ex_plate2_run1,Compound_0617,example_library,Cc1cc(Br)c(NC(=S)NNCCC#N)c(Br)c1,,,-2.3475160995485482,Hit
O21,0.05566666666666666,Sample,ex_plate2_run1,Compound_0618,example_library,CS(=O)(=O)OCCN1CCN(S(C)(=O)=O)CC1,,,0.5276266764805312,Sample
O22,0.04633333333333334,Sample,ex_plate2_run1,Compound_0619,example_library,NC(=O)C1(N2CCCCC2)CCN(S(=O)(=O)c2ccc3c(c2)OCCCO3)CC1,,,-0.19856917932062765,Sample
O23,0.05876190476190472,Negative,ex_plate2_run1,,,,,,0.7684569347819329,Negative
O24,0.0020476190476189874,Positive,ex_plate2_run1,,,,,,-3.6442944134791957,Positive
P1,0.06223809523809521,Negative,ex_plate2_run1,,,,,,1.0389278402588968,Negative
P2,-9.523809523814205e-05,Positive,ex_plate2_run1,,,,,,-3.811023053841706,Positive
P3,0.07223809523809524,Sample,ex_plate2_run1,Compound_0620,example_library,Cc1c(C(=O)NCCNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cnn1-c1ccc(F)cc1,,,1.8169948286172843,Sample
P4,0.05619047619047619,Sample,ex_plate2_run1,Compound_0621,example_library,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc2nonc2c1,,,0.5683825663469233,Sample
P5,0.0689523809523809,Sample,ex_plate2_run1,Compound_0622,example_library,Cc1c(C#N)c(-n2cccc2)n(Cc2cccs2)c1C,,,1.5613442467280967,Sample
P6,0.04928571428571431,Sample,ex_plate2_run1,Compound_0623,example_library,CCOC(=O)CSC(C)C(=O)c1[nH]c(C)c(C(=O)OCC)c1C,,,0.031145836289944592,Sample
P7,0.06914285714285712,Sample,ex_plate2_run1,Compound_0624,example_library,Cc1ccc(S(=O)(=O)NCC(C)(C)N2CC(C)OC(C)C2)cc1C,,,1.576164570315877,Sample
P8,0.06357142857142856,Sample,ex_plate2_run1,Compound_0625,example_library,CN(C(=O)c1cccc(C(F)(F)F)c1)c1nc2ccccc2o1,,,1.142670105373349,Sample
P9,0.06961904761904757,Sample,ex_plate2_run1,Compound_0626,example_library,Cc1nc(NC(C)C)c2c3c(sc2n1)CCCC3,,,1.6132153792853219,Sample
P10,0.06885714285714285,Sample,ex_plate2_run1,Compound_0627,example_library,Cc1nc(-c2nnc(S)n2C)cs1,,,1.5539340849342107,Sample
P11,0.04866666666666667,Sample,ex_plate2_run1,Compound_0628,example_library,O=C(COc1ccc(Cl)cc1Cl)N1CCNC1=O,,,-0.0170202153703378,Sample
P12,0.06457142857142857,Sample,ex_plate2_run1,Compound_0629,example_library,N#CC(C#N)=Cc1cccn1-c1ccc(OC(F)(F)F)cc1,,,1.2204768042091887,Sample
P13,0.03838095238095235,Sample,ex_plate2_run1,Compound_0630,example_library,CN(Cc1cnn(Cc2ccccc2)c1)C(=O)C(C)(C)Oc1ccc(Cl)cc1,,,-0.8173176891103939,Sample
P14,0.06442857142857142,Sample,ex_plate2_run1,Compound_0631,example_library,S=C(NCCc1csc2ccccc12)Nc1ccc(Cl)cc1,,,1.209361561518354,Sample
P15,0.06323809523809523,Sample,ex_plate2_run1,Compound_0632,example_library,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,ZYPREXA,OLANZAPINE,1.116734539094737,Sample
P16,0.05019047619047619,Sample,ex_plate2_run1,Compound_0633,example_library,CC(OC(=O)c1cccc(Cl)c1)c1ccc[n+](C)c1,,,0.10154237333189184,Sample
P17,0.05347619047619048,Sample,ex_plate2_run1,Compound_0634,example_library,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,,,0.35719295522107625,Sample
P18,0.0573333333333333,Sample,ex_plate2_run1,Compound_0635,example_library,O=C(O)c1c(O)c(Cl)cc(Cl)c1Cl,,,0.6573045078735931,Sample
P19,0.055857142857142855,Sample,ex_plate2_run1,Compound_0636,example_library,O=S(=O)(Nc1ccc(S(=O)(=O)C(F)F)cc1)c1ccccc1Br,,,0.5424470000683101,Sample
P20,0.04061904761904757,Sample,ex_plate2_run1,Compound_0637,example_library,O=C(Nc1ccc(C(=O)N(Cc2ccco2)Cc2cccs2)s1)c1ccco1,,,-0.6431788869539948,Sample
P21,0.051619047619047585,Sample,ex_plate2_run1,Compound_0638,example_library,CCCCCC(=O)N(CN1C(=O)c2ccccc2C1=O)c1ccccc1OC,,,0.21269480024023013,Sample
P22,0.04199999999999999,Sample,ex_plate2_run1,Compound_0639,example_library,O=C(Cn1cnc2cc(Cl)ccc2c1=O)Nc1ccnn1C1CCCC1,,,-0.5357315409425958,Sample
P23,0.06380952380952379,Negative,ex_plate2_run1,,,,,,1.1611955098580722,Negative
P24,-0.004142857142857154,Positive,ex_plate2_run1,,,,,,-4.125954930082002,Positive
